series_id,item_code,label,category,area_code,area_label,year,month,date,value
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,1,2022-01-01,0.424
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,2,2022-02-01,0.428
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,3,2022-03-01,0.448
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,4,2022-04-01,0.455
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,5,2022-05-01,0.456
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,6,2022-06-01,0.498
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,7,2022-07-01,0.533
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,8,2022-08-01,0.549
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,9,2022-09-01,0.556
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,10,2022-10-01,0.534
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,11,2022-11-01,0.524
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2022,12,2022-12-01,0.522
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,1,2023-01-01,0.54
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,2,2023-02-01,0.55
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,3,2023-03-01,0.546
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,4,2023-04-01,0.542
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,5,2023-05-01,0.544
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,6,2023-06-01,0.551
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,7,2023-07-01,0.564
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,8,2023-08-01,0.566
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,9,2023-09-01,0.565
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,10,2023-10-01,0.562
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,11,2023-11-01,0.541
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2023,12,2023-12-01,0.538
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,1,2024-01-01,0.554
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,2,2024-02-01,0.558
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,3,2024-03-01,0.565
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,4,2024-04-01,0.574
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,5,2024-05-01,0.57
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,6,2024-06-01,0.575
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,7,2024-07-01,0.574
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,8,2024-08-01,0.574
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,9,2024-09-01,0.573
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,10,2024-10-01,0.566
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,11,2024-11-01,0.552
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2024,12,2024-12-01,0.548
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,1,2025-01-01,0.561
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,2,2025-02-01,0.561
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,3,2025-03-01,0.565
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,4,2025-04-01,0.557
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,5,2025-05-01,0.562
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,6,2025-06-01,0.574
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,7,2025-07-01,0.557
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,8,2025-08-01,0.557
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,9,2025-09-01,0.563
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,11,2025-11-01,0.552
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2025,12,2025-12-01,0.554
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2026,1,2026-01-01,0.565
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2026,2,2026-02-01,0.549
APU0000701111,701111,"Flour, white, all-purpose, lb","Cereals/bakery",0000,"U.S. city average",2026,3,2026-03-01,0.549
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,1,2017-01-01,0.7
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,2,2017-02-01,0.695
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,3,2017-03-01,0.692
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,4,2017-04-01,0.686
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,5,2017-05-01,0.726
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,6,2017-06-01,0.752
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,7,2017-07-01,0.764
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,8,2017-08-01,0.753
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,9,2017-09-01,0.741
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,10,2017-10-01,0.723
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,11,2017-11-01,0.712
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2017,12,2017-12-01,0.711
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,1,2018-01-01,0.682
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,2,2018-02-01,0.691
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,3,2018-03-01,0.682
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,4,2018-04-01,0.685
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,5,2018-05-01,0.698
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,6,2018-06-01,0.689
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,7,2018-07-01,0.69
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,8,2018-08-01,0.705
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,9,2018-09-01,0.693
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,10,2018-10-01,0.685
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,11,2018-11-01,0.711
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2018,12,2018-12-01,0.712
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,1,2019-01-01,0.73
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,2,2019-02-01,0.762
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,3,2019-03-01,0.757
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,4,2019-04-01,0.767
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,5,2019-05-01,0.761
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,6,2019-06-01,0.801
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,7,2019-07-01,0.798
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,8,2019-08-01,0.793
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,9,2019-09-01,0.797
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,10,2019-10-01,0.773
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,11,2019-11-01,0.721
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2019,12,2019-12-01,0.714
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,1,2020-01-01,0.716
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,2,2020-02-01,0.734
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,3,2020-03-01,0.733
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,5,2020-05-01,0.748
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,6,2020-06-01,0.749
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,7,2020-07-01,0.772
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,8,2020-08-01,0.769
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,9,2020-09-01,0.777
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,10,2020-10-01,0.766
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,11,2020-11-01,0.791
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2020,12,2020-12-01,0.789
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,1,2021-01-01,0.794
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,2,2021-02-01,0.779
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,3,2021-03-01,0.772
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,4,2021-04-01,0.785
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,5,2021-05-01,0.801
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,6,2021-06-01,0.778
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,7,2021-07-01,0.782
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,8,2021-08-01,0.784
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,9,2021-09-01,0.798
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,10,2021-10-01,0.788
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,11,2021-11-01,0.844
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2021,12,2021-12-01,0.82
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,1,2022-01-01,0.832
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,2,2022-02-01,0.83
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,3,2022-03-01,0.871
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,4,2022-04-01,0.9
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,5,2022-05-01,0.909
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,6,2022-06-01,0.924
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,7,2022-07-01,0.929
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,8,2022-08-01,0.925
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,9,2022-09-01,0.939
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,10,2022-10-01,0.963
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,11,2022-11-01,0.963
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2022,12,2022-12-01,0.971
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,1,2023-01-01,0.97
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,2,2023-02-01,0.959
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,3,2023-03-01,0.982
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,4,2023-04-01,0.98
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,5,2023-05-01,0.997
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,6,2023-06-01,1.003
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,7,2023-07-01,1.006
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,8,2023-08-01,0.997
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,9,2023-09-01,0.981
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,10,2023-10-01,0.96
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,11,2023-11-01,0.992
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2023,12,2023-12-01,0.99
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,1,2024-01-01,1.0
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,2,2024-02-01,1.001
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,3,2024-03-01,1.014
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,4,2024-04-01,1.025
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,5,2024-05-01,1.002
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,6,2024-06-01,1.018
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,7,2024-07-01,1.039
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,8,2024-08-01,1.085
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,9,2024-09-01,1.078
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,10,2024-10-01,1.056
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,11,2024-11-01,1.061
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2024,12,2024-12-01,1.032
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,1,2025-01-01,1.008
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,2,2025-02-01,1.03
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,3,2025-03-01,1.038
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,4,2025-04-01,1.031
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,5,2025-05-01,1.067
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,6,2025-06-01,1.061
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,7,2025-07-01,1.068
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,8,2025-08-01,1.059
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,9,2025-09-01,1.06
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,11,2025-11-01,1.065
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2025,12,2025-12-01,1.076
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2026,1,2026-01-01,1.059
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2026,2,2026-02-01,1.074
APU0000701312,701312,"Rice, white, long grain, uncooked, lb","Cereals/bakery",0000,"U.S. city average",2026,3,2026-03-01,1.06
APU0000701322,701322,"Spaghetti and macaroni, lb","Cereals/bakery",0000,"U.S. city average",2017,1,2017-01-01,1.31
